device,hive number,date,hive temp,hive humidity,hive pressure,weather temp,weather humidity,weather pressure,wind speed,gust speed,weatherID,cloud coverage,rain,lat,long,file name,queen presence,queen acceptance,frames,target,time,queen status
2,3,2022-06-07 22:58:20,19.57,35.4,1009.46,14.97,56,1015,2.06,,800,0,0,37.29,-121.95,2022-06-07--22-58-20_2.raw,1,2,10,5,0.917,0
2,3,2022-06-07 23:57:34,19.94,34.24,1009.41,14.2,59,1015,0.45,0.45,800,0,0,37.29,-121.95,2022-06-07--23-57-34_2.raw,1,2,10,5,0.958,0
2,3,2022-06-08 0:56:47,19.76,34.89,1009.25,13.87,60,1015,0.45,,800,0,0,37.29,-121.95,2022-06-08--00-56-47_2.raw,1,2,10,5,0,0
2,3,2022-06-08 1:55:59,19.07,36.97,1008.67,13.74,59,1015,0.89,1.79,800,0,0,37.29,-121.95,2022-06-08--01-55-59_2.raw,1,2,10,5,0.042,0
2,3,2022-06-08 2:55:11,18.71,37.25,1008.61,13.69,58,1014,0.45,1.34,800,0,0,37.29,-121.95,2022-06-08--02-55-11_2.raw,1,2,10,5,0.083,0
2,3,2022-06-08 3:54:28,18.92,39.05,1008.39,13.54,60,1014,1.54,,800,0,0,37.29,-121.95,2022-06-08--03-54-28_2.raw,1,2,10,5,0.125,0
2,3,2022-06-08 4:53:41,18.77,37.37,1008.04,13.36,58,1014,1.54,,800,0,0,37.29,-121.95,2022-06-08--04-53-41_2.raw,1,2,10,5,0.167,0
2,3,2022-06-08 5:52:54,18.73,38.15,1008.46,13.24,59,1014,0.45,0.45,800,0,0,37.29,-121.95,2022-06-08--05-52-54_2.raw,1,2,10,5,0.208,0
2,3,2022-06-08 6:52:11,19.14,39.1,1008.5,14.23,58,1014,0.45,1.34,803,75,0,37.29,-121.95,2022-06-08--06-52-11_2.raw,1,2,10,5,0.25,0
2,3,2022-06-08 7:51:48,23.21,39.48,1008.35,17.74,47,1014,2.06,,803,75,0,37.29,-121.95,2022-06-08--07-51-48_2.raw,1,2,10,5,0.292,0
2,3,2022-06-08 8:51:21,27.54,40.03,1008.53,20.25,39,1014,1.54,,803,75,0,37.29,-121.95,2022-06-08--08-51-21_2.raw,1,2,10,5,0.333,0
2,3,2022-06-08 9:50:41,29.78,38.38,1008.71,21.65,43,1015,4.12,,803,75,0,37.29,-121.95,2022-06-08--09-50-41_2.raw,1,2,10,5,0.375,0
2,3,2022-06-08 14:52:43,32.09,37.1,1007.08,26.63,51,1013,8.75,9.77,711,75,0,37.29,-121.95,2022-06-08--14-52-43_2.raw,0,0,10,0,0.583,1
2,3,2022-06-08 15:51:41,33.64,32.71,1006.67,25.99,53,1012,10.29,,803,75,0,37.29,-121.95,2022-06-08--15-51-41_2.raw,0,0,10,0,0.625,1
2,3,2022-06-08 17:22:00,30.45,35.13,1006.33,24.49,56,1012,8.75,,803,75,0,37.29,-121.95,2022-06-08--17-22-00_2.raw,0,0,10,0,0.708,1
2,3,2022-06-08 18:21:07,27.72,37.52,1006.35,22.97,59,1012,8.23,10.29,803,75,0,37.29,-121.95,2022-06-08--18-21-07_2.raw,0,0,10,0,0.75,1
2,3,2022-06-08 19:20:13,25.74,40.11,1006.29,21.52,61,1012,7.2,,803,75,0,37.29,-121.95,2022-06-08--19-20-13_2.raw,0,0,10,0,0.792,1
2,3,2022-06-08 20:19:23,23.82,44.76,1006.27,19.4,64,1013,6.69,,803,75,0,37.29,-121.95,2022-06-08--20-19-23_2.raw,0,0,10,0,0.833,1
2,3,2022-06-08 21:18:28,21.13,46.68,1006.86,17.02,73,1013,4.12,7.2,802,40,0,37.29,-121.95,2022-06-08--21-18-28_2.raw,0,0,10,0,0.875,1
2,3,2022-06-08 22:17:37,20.07,44.8,1007.25,15.93,78,1013,4.12,,801,20,0,37.29,-121.95,2022-06-08--22-17-37_2.raw,0,0,10,0,0.917,1
2,3,2022-06-08 23:16:48,19.15,47.73,1007.17,15.27,79,1013,4.63,,801,20,0,37.29,-121.95,2022-06-08--23-16-48_2.raw,0,0,10,0,0.958,1
2,3,2022-06-09 0:15:57,18.52,47.68,1007.37,14.58,82,1013,5.14,,801,20,0,37.29,-121.95,2022-06-09--00-15-57_2.raw,0,0,10,0,0,1
2,3,2022-06-09 1:15:07,19.25,52.87,1007.3,13.82,81,1013,3.09,,800,0,0,37.29,-121.95,2022-06-09--01-15-07_2.raw,0,0,10,0,0.042,1
2,3,2022-06-09 2:14:21,17.37,51.26,1006.73,13.54,84,1013,2.06,,800,0,0,37.29,-121.95,2022-06-09--02-14-21_2.raw,0,0,10,0,0.083,1
2,3,2022-06-09 3:13:33,16.58,56.87,1006.45,12.92,86,1013,0.45,0.89,800,0,0,37.29,-121.95,2022-06-09--03-13-33_2.raw,0,0,10,0,0.125,1
2,3,2022-06-09 4:12:46,15.9,59,1006.56,12.45,87,1012,0.45,0.89,800,0,0,37.29,-121.95,2022-06-09--04-12-46_2.raw,0,0,10,0,0.167,1
2,3,2022-06-09 5:11:59,15.84,55.31,1007.14,12.11,88,1013,2.06,,800,0,0,37.29,-121.95,2022-06-09--05-11-59_2.raw,0,0,10,0,0.208,1
2,3,2022-06-09 6:11:10,16.94,52.1,1007.22,11.95,87,1013,1.54,,802,40,0,37.29,-121.95,2022-06-09--06-11-10_2.raw,0,0,10,0,0.25,1
2,3,2022-06-09 7:10:29,21.38,52.66,1007.1,13.28,85,1013,0.89,1.79,803,75,0,37.29,-121.95,2022-06-09--07-10-29_2.raw,0,0,10,0,0.292,1
2,3,2022-06-09 8:09:48,29.99,45.8,1006.69,15.54,80,1012,1.54,,803,75,0,37.29,-121.95,2022-06-09--08-09-48_2.raw,0,0,10,0,0.333,1
2,3,2022-06-09 9:09:12,37.11,36.74,1007.61,17.89,69,1013,4.12,,803,75,0,37.29,-121.95,2022-06-09--09-09-12_2.raw,0,0,10,0,0.375,1
2,3,2022-06-09 10:08:31,41.55,23.97,1007.91,20.36,61,1013,3.6,,803,75,0,37.29,-121.95,2022-06-09--10-08-31_2.raw,0,0,10,0,0.417,1
2,3,2022-06-09 11:07:46,50.28,16.65,1007.1,23.74,52,1013,0.89,2.24,803,75,0,37.29,-121.95,2022-06-09--11-07-46_2.raw,0,0,10,0,0.458,1
2,3,2022-06-09 12:07:14,53.76,10.59,1006.7,27.11,40,1012,3.09,,803,75,0,37.29,-121.95,2022-06-09--12-07-14_2.raw,0,0,10,0,0.5,1
2,3,2022-06-09 13:06:37,52.26,8.93,1006.09,29.44,34,1012,5.14,,803,75,0,37.29,-121.95,2022-06-09--13-06-37_2.raw,0,0,10,0,0.542,1
2,3,2022-06-09 14:05:39,43.17,11.51,1005.86,30.09,34,1012,6.17,,802,40,0,37.29,-121.95,2022-06-09--14-05-39_2.raw,0,0,10,0,0.583,1
2,3,2022-06-09 15:04:51,35.28,20.01,1006.03,30.33,35,1012,6.69,,802,40,0,37.29,-121.95,2022-06-09--15-04-51_2.raw,0,0,10,0,0.625,1
2,3,2022-06-09 16:04:05,33.79,20.7,1005.5,31.11,31,1012,6.17,,802,40,0,37.29,-121.95,2022-06-09--16-04-05_2.raw,0,0,10,0,0.667,1
2,3,2022-06-09 17:03:21,32.88,20.84,1004.97,31.11,29,1011,7.2,,802,40,0,37.29,-121.95,2022-06-09--17-03-21_2.raw,0,0,10,0,0.708,1
2,3,2022-06-09 18:49:20,35.93,20.73,1005.01,27.96,33,1012,7.2,,802,40,0,37.29,-121.95,2022-06-09--18-49-20_2.raw,1,1,10,4,0.75,2
2,3,2022-06-09 19:48:31,28.52,27.96,1005.75,25.18,41,1012,6.69,,803,75,0,37.29,-121.95,2022-06-09--19-48-31_2.raw,1,1,10,4,0.792,2
2,3,2022-06-09 20:47:36,26.05,31.58,1006.48,22.52,44,1013,5.14,,803,75,0,37.29,-121.95,2022-06-09--20-47-36_2.raw,1,1,10,4,0.833,2
2,3,2022-06-09 21:46:45,24.21,34.94,1007.16,20.58,57,1013,4.12,,802,40,0,37.29,-121.95,2022-06-09--21-46-45_2.raw,1,1,10,4,0.875,2
2,3,2022-06-09 22:45:55,22.92,39.57,1007.55,19.84,61,1014,4.12,,801,20,0,37.29,-121.95,2022-06-09--22-45-55_2.raw,1,1,10,4,0.917,2
2,3,2022-06-09 23:45:06,22.03,41.05,1007.45,19.07,65,1014,3.6,,800,0,0,37.29,-121.95,2022-06-09--23-45-06_2.raw,1,1,10,4,0.958,2
2,3,2022-06-10 0:44:16,21.27,45.4,1007.12,18.21,67,1013,1.54,,800,0,0,37.29,-121.95,2022-06-10--00-44-16_2.raw,1,1,10,4,0,2
2,3,2022-06-10 1:43:29,20.54,45.69,1006.62,17.56,69,1013,1.54,,800,0,0,37.29,-121.95,2022-06-10--01-43-29_2.raw,1,1,10,4,0.042,2
2,3,2022-06-10 2:42:41,20.16,48.19,1006.51,16.96,72,1012,0.45,1.34,800,0,0,37.29,-121.95,2022-06-10--02-42-41_2.raw,1,1,10,4,0.083,2
2,3,2022-06-10 3:41:56,19.39,52.17,1006.18,16.47,73,1012,0,,800,0,0,37.29,-121.95,2022-06-10--03-41-56_2.raw,1,1,10,4,0.125,2
2,3,2022-06-10 4:41:06,18.88,52.9,1006.44,15.95,75,1012,0,,800,0,0,37.29,-121.95,2022-06-10--04-41-06_2.raw,1,1,10,4,0.167,2
2,3,2022-06-10 5:40:19,18.67,45.91,1006.87,15.9,75,1013,0,,800,0,0,37.29,-121.95,2022-06-10--05-40-19_2.raw,1,1,10,4,0.208,2
2,3,2022-06-10 6:39:32,19.93,45.21,1007.37,17.79,69,1013,0,,801,20,0,37.29,-121.95,2022-06-10--06-39-32_2.raw,1,1,10,4,0.25,2
2,3,2022-06-10 7:39:02,28.35,45.59,1007.96,21.1,62,1014,1.54,,711,20,0,37.29,-121.95,2022-06-10--07-39-02_2.raw,1,1,10,4,0.292,2
2,3,2022-06-10 8:38:22,40.89,26.57,1008.37,24.18,53,1014,0.45,0.89,801,20,0,37.29,-121.95,2022-06-10--08-38-22_2.raw,1,1,10,4,0.333,2
2,3,2022-06-10 9:37:48,48.48,16.92,1008.46,26.81,48,1014,0.89,2.24,801,20,0,37.29,-121.95,2022-06-10--09-37-48_2.raw,1,1,10,4,0.375,2
2,3,2022-06-10 10:37:17,53.66,11.04,1007.86,29.85,41,1014,2.57,,801,20,0,37.29,-121.95,2022-06-10--10-37-17_2.raw,1,1,10,4,0.417,2
2,3,2022-06-10 11:36:39,51.73,10.41,1007.13,31.86,33,1013,3.09,,801,20,0,37.29,-121.95,2022-06-10--11-36-39_2.raw,1,1,10,4,0.458,2
2,3,2022-06-10 12:36:00,51.96,10.38,1006.74,33.32,32,1013,5.14,,801,20,0,37.29,-121.95,2022-06-10--12-36-00_2.raw,1,1,10,4,0.5,2
2,3,2022-06-10 13:35:11,48.63,11.15,1006.54,34.56,30,1013,6.17,,801,20,0,37.29,-121.95,2022-06-10--13-35-11_2.raw,1,1,10,4,0.542,2
2,3,2022-06-10 14:34:20,41.36,13.25,1006.07,35.4,23,1013,6.17,,802,40,0,37.29,-121.95,2022-06-10--14-34-20_2.raw,1,1,10,4,0.583,2
2,3,2022-06-10 15:33:29,37.84,19.68,1006.21,34.97,27,1013,7.72,,802,40,0,37.29,-121.95,2022-06-10--15-33-29_2.raw,1,1,10,4,0.625,2
2,3,2022-06-10 16:32:41,36.18,24.95,1006.1,34.23,31,1012,7.72,,802,40,0,37.29,-121.95,2022-06-10--16-32-41_2.raw,1,1,10,4,0.667,2
2,3,2022-06-10 17:45:44,34.47,29.92,1006.32,30.9,41,1013,9.26,,802,40,0,37.29,-121.95,2022-06-10--17-45-44_2.raw,1,1,10,4,0.708,2
2,3,2022-06-10 18:44:45,30.91,34.46,1006.77,27.99,48,1013,9.77,,802,40,0,37.29,-121.95,2022-06-10--18-44-45_2.raw,1,1,10,4,0.75,2
2,3,2022-06-10 19:43:51,29.14,33.74,1007.16,26.22,51,1015,6.69,11.32,802,40,0,37.29,-121.95,2022-06-10--19-43-51_2.raw,1,1,10,4,0.792,2
2,3,2022-06-10 20:42:55,27,38,1007.8,23.93,55,1015,6.17,,802,40,0,37.29,-121.95,2022-06-10--20-42-55_2.raw,1,1,10,4,0.833,2
2,3,2022-06-10 21:42:01,25.08,39.16,1008.52,22.23,59,1016,5.66,,802,40,0,37.29,-121.95,2022-06-10--21-42-01_2.raw,1,1,10,4,0.875,2
2,3,2022-06-10 22:41:10,24.14,43.81,1009.4,21.3,61,1016,4.63,,801,20,0,37.29,-121.95,2022-06-10--22-41-10_2.raw,1,1,10,4,0.917,2
2,3,2022-06-10 23:40:18,22.86,49.8,1009.53,20.85,66,1016,3.09,6.69,800,0,0,37.29,-121.95,2022-06-10--23-40-18_2.raw,1,1,10,4,0.958,2
2,3,2022-06-11 0:39:26,21.73,54.6,1009.34,19.87,68,1015,2.57,,800,0,0,37.29,-121.95,2022-06-11--00-39-26_2.raw,1,1,10,4,0,2
2,3,2022-06-11 1:38:34,20.7,53.99,1008.53,19.09,71,1014,3.6,,800,0,0,37.29,-121.95,2022-06-11--01-38-34_2.raw,1,1,10,4,0.042,2
2,3,2022-06-11 2:37:45,19.69,51.26,1007.87,18.23,73,1014,1.54,,800,0,0,37.29,-121.95,2022-06-11--02-37-45_2.raw,1,1,10,4,0.083,2
2,3,2022-06-11 3:36:54,19.45,51.11,1007.97,17.4,75,1014,0.45,0.45,800,0,0,37.29,-121.95,2022-06-11--03-36-54_2.raw,1,1,10,4,0.125,2
2,3,2022-06-11 4:36:04,18.91,52.63,1008.12,16.81,77,1014,0.45,0.89,800,0,0,37.29,-121.95,2022-06-11--04-36-04_2.raw,1,1,10,4,0.167,2
2,3,2022-06-11 5:35:14,18.64,50.79,1008.71,16.33,77,1014,0.45,0.45,800,0,0,37.29,-121.95,2022-06-11--05-35-14_2.raw,1,1,10,4,0.208,2
2,3,2022-06-11 6:34:28,19.47,49.37,1009.06,16.98,75,1015,0.45,0.45,802,40,0,37.29,-121.95,2022-06-11--06-34-28_2.raw,1,1,10,4,0.25,2
2,3,2022-06-11 7:34:47,26.9,48.8,1009.13,20.29,68,1015,0.45,0.45,802,40,0,37.29,-121.95,2022-06-11--07-34-47_2.raw,1,1,10,4,0.292,2
2,3,2022-06-11 8:33:45,40.18,29.15,1008.98,23.93,56,1014,1.54,,801,20,0,37.29,-121.95,2022-06-11--08-33-45_2.raw,1,1,10,4,0.333,2
2,3,2022-06-11 9:34:20,48.9,20.9,1008.89,26.23,46,1015,0.89,0.89,801,20,0,37.29,-121.95,2022-06-11--09-34-20_2.raw,1,1,10,4,0.375,2
2,3,2022-06-11 10:33:55,55.62,10.27,1008.71,29.11,35,1015,3.09,,801,20,0,37.29,-121.95,2022-06-11--10-33-55_2.raw,1,1,10,4,0.417,2
2,3,2022-06-11 11:33:12,54.09,7.9,1008.49,30.8,30,1015,4.02,4.02,801,20,0,37.29,-121.95,2022-06-11--11-33-12_2.raw,1,1,10,4,0.458,2
2,3,2022-06-11 12:32:18,51.84,7.23,1007.85,31.68,28,1014,5.14,,801,20,0,37.29,-121.95,2022-06-11--12-32-18_2.raw,1,1,10,4,0.5,2
2,3,2022-06-11 13:30:47,47.36,12.57,1007.64,31.92,34,1014,7.72,,801,20,0,37.29,-121.95,2022-06-11--13-30-47_2.raw,1,1,10,4,0.542,2
2,3,2022-06-11 14:29:57,39.97,19.61,1007.46,31.93,39,1013,7.72,10.29,801,20,0,37.29,-121.95,2022-06-11--14-29-57_2.raw,1,1,10,4,0.583,2
2,3,2022-06-11 15:28:56,36.04,26.58,1007.14,31.45,42,1013,9.26,13.89,801,20,0,37.29,-121.95,2022-06-11--15-28-56_2.raw,1,1,10,4,0.625,2
2,3,2022-06-11 16:44:58,33.51,33.58,1006.77,30.38,46,1013,8.75,13.38,801,20,0,37.29,-121.95,2022-06-11--16-44-58_2.raw,1,1,10,4,0.667,2
2,3,2022-06-11 17:44:04,32.22,35.5,1006.47,28.73,50,1013,9.26,12.86,801,20,0,37.29,-121.95,2022-06-11--17-44-04_2.raw,1,1,10,4,0.708,2
2,3,2022-06-11 18:43:10,30.57,38.54,1006.37,27.43,53,1013,7.72,11.32,801,20,0,37.29,-121.95,2022-06-11--18-43-10_2.raw,1,1,10,4,0.75,2
2,3,2022-06-11 19:42:07,28.5,44.04,1006.34,25.53,59,1013,6.69,,801,20,0,37.29,-121.95,2022-06-11--19-42-07_2.raw,1,1,10,4,0.792,2
2,3,2022-06-11 20:41:11,25.55,49.6,1006.89,22.5,67,1013,5.66,,801,20,0,37.29,-121.95,2022-06-11--20-41-11_2.raw,1,1,10,4,0.833,2
2,3,2022-06-11 21:40:17,23.85,51.92,1007.17,21.15,74,1013,6.17,,801,20,0,37.29,-121.95,2022-06-11--21-40-17_2.raw,1,1,10,4,0.875,2
2,3,2022-06-11 22:39:24,22.73,54.89,1007.7,20.2,76,1014,4.12,,801,20,0,37.29,-121.95,2022-06-11--22-39-24_2.raw,1,1,10,4,0.917,2
2,3,2022-06-11 23:38:36,21.87,57.78,1007.62,19.4,79,1013,4.63,,801,20,0,37.29,-121.95,2022-06-11--23-38-36_2.raw,1,1,10,4,0.958,2
2,3,2022-06-12 0:37:49,22.28,58.4,1006.86,18.81,83,1013,3.6,,801,20,0,37.29,-121.95,2022-06-12--00-37-49_2.raw,1,1,10,4,0,2
2,3,2022-06-12 1:37:00,22.01,57.6,1005.8,18.72,83,1012,2.06,,800,0,0,37.29,-121.95,2022-06-12--01-37-00_2.raw,1,1,10,4,0.042,2
2,3,2022-06-12 2:36:11,21.15,61.1,1005.05,18.18,84,1011,1.54,,800,0,0,37.29,-121.95,2022-06-12--02-36-11_2.raw,1,1,10,4,0.083,2
2,3,2022-06-12 3:35:25,20.82,58.17,1005.17,17.84,85,1011,0.45,0.89,800,0,0,37.29,-121.95,2022-06-12--03-35-25_2.raw,1,1,10,4,0.125,2
2,3,2022-06-12 4:34:37,20.6,58.02,1005.01,17.52,86,1011,2.06,,800,0,0,37.29,-121.95,2022-06-12--04-34-37_2.raw,1,1,10,4,0.167,2
2,3,2022-06-12 5:33:50,20.38,60.48,1004.78,17.29,86,1010,3.09,,800,0,0,37.29,-121.95,2022-06-12--05-33-50_2.raw,1,1,10,4,0.208,2
2,3,2022-06-12 6:33:03,21.3,57.32,1005.19,17.43,86,1011,3.09,,801,20,0,37.29,-121.95,2022-06-12--06-33-03_2.raw,1,1,10,4,0.25,2
2,3,2022-06-12 7:32:30,26.82,55.46,1005.53,18.89,83,1011,2.57,,801,20,0,37.29,-121.95,2022-06-12--07-32-30_2.raw,1,1,10,4,0.292,2
2,3,2022-06-12 8:31:53,38.44,33.87,1005.88,21.14,74,1011,3.09,,802,40,0,37.29,-121.95,2022-06-12--08-31-53_2.raw,1,1,10,4,0.333,2
2,3,2022-06-12 9:31:04,39.37,28.99,1005.51,22.56,70,1011,2.06,,803,75,0,37.29,-121.95,2022-06-12--09-31-04_2.raw,1,1,10,4,0.375,2
2,3,2022-06-12 10:30:28,49.19,18.15,1004.85,24.72,61,1010,2.57,,803,75,0,37.29,-121.95,2022-06-12--10-30-28_2.raw,1,1,10,4,0.417,2
2,3,2022-06-12 11:29:44,41.62,22.73,1004.96,26.2,58,1011,3.6,,803,75,0,37.29,-121.95,2022-06-12--11-29-44_2.raw,1,1,10,4,0.458,2
2,3,2022-06-12 12:28:53,40.39,23.6,1005.11,25.8,61,1011,5.14,,803,75,0,37.29,-121.95,2022-06-12--12-28-53_2.raw,1,1,10,4,0.5,2
2,3,2022-06-12 13:28:02,40.52,26.63,1004.61,25.47,63,1011,5.66,,803,75,0,37.29,-121.95,2022-06-12--13-28-02_2.raw,1,1,10,4,0.542,2
2,3,2022-06-12 14:27:11,41.1,25.31,1004.32,24.31,65,1011,5.14,,803,75,0,37.29,-121.95,2022-06-12--14-27-11_2.raw,1,1,10,4,0.583,2
2,3,2022-06-12 15:26:04,35,31.38,1004.38,24.04,66,1011,7.72,10.29,803,75,0,37.29,-121.95,2022-06-12--15-26-04_2.raw,1,1,10,4,0.625,2
2,3,2022-06-12 16:25:11,31.28,36.12,1004.9,22.56,67,1011,9.77,12.86,803,75,0,37.29,-121.95,2022-06-12--16-25-11_2.raw,1,1,10,4,0.667,2
2,3,2022-06-12 17:03:34,27.36,45.41,1005.19,21.99,68,1012,9.26,,803,75,0,37.29,-121.95,2022-06-12--17-03-34_2.raw,1,1,10,4,0.708,2
2,3,2022-06-12 18:02:29,27.73,38.21,1006.01,20.77,72,1012,9.77,12.86,803,75,0,37.29,-121.95,2022-06-12--18-02-29_2.raw,1,1,10,4,0.75,2
2,3,2022-06-12 19:01:33,25.94,40.62,1006.41,19.63,72,1012,5.66,,803,75,0,37.29,-121.95,2022-06-12--19-01-33_2.raw,1,1,10,4,0.792,2
2,3,2022-06-12 20:00:44,24.24,38.54,1006.73,19.07,67,1013,4.12,,800,0,0,37.29,-121.95,2022-06-12--20-00-44_2.raw,1,1,10,4,0.833,2
2,3,2022-06-12 20:59:54,21.61,38.53,1007,16.79,68,1014,2.68,5.81,800,0,0,37.29,-121.95,2022-06-12--20-59-54_2.raw,1,1,10,4,0.833,2
2,3,2022-06-12 21:59:01,20.35,38.89,1007.27,15.51,69,1014,4.02,4.47,800,0,0,37.29,-121.95,2022-06-12--21-59-01_2.raw,1,1,10,4,0.875,2
2,3,2022-06-12 22:58:10,20,41.63,1007.8,14.47,70,1014,3.6,6.69,800,0,0,37.29,-121.95,2022-06-12--22-58-10_2.raw,1,1,10,4,0.917,2
2,3,2022-06-12 23:57:28,19.6,54.38,1007.63,13.75,75,1014,2.06,,800,0,0,37.29,-121.95,2022-06-12--23-57-28_2.raw,1,1,10,4,0.958,2
2,3,2022-06-13 0:56:42,18.43,38.09,1007.82,13.15,77,1013,0.45,0.45,800,0,0,37.29,-121.95,2022-06-13--00-56-42_2.raw,1,1,10,4,0,2
2,3,2022-06-13 1:55:53,17.72,42.44,1008,12.67,77,1014,1.34,2.24,800,3,0,37.29,-121.95,2022-06-13--01-55-53_2.raw,1,1,10,4,0.042,2
2,3,2022-06-13 2:55:04,17.24,41.13,1007.99,12.21,79,1014,2.57,,800,0,0,37.29,-121.95,2022-06-13--02-55-04_2.raw,1,1,10,4,0.083,2
2,3,2022-06-13 3:54:15,17.02,50.76,1008.41,11.66,81,1014,0,,800,0,0,37.29,-121.95,2022-06-13--03-54-15_2.raw,1,1,10,4,0.125,2
2,3,2022-06-13 4:53:24,16.65,42.53,1008.81,11.32,82,1014,0.89,1.79,800,0,0,37.29,-121.95,2022-06-13--04-53-24_2.raw,1,1,10,4,0.167,2
2,3,2022-06-13 5:52:38,16.66,49.9,1009.29,10.99,82,1015,0.45,0.89,800,0,0,37.29,-121.95,2022-06-13--05-52-38_2.raw,1,1,10,4,0.208,2
2,3,2022-06-13 6:51:50,18.13,44.52,1009.85,11.88,80,1015,2.57,,801,20,0,37.29,-121.95,2022-06-13--06-51-50_2.raw,1,1,10,4,0.25,2
2,3,2022-06-13 7:51:24,28.26,44.65,1010.31,14.57,73,1016,2.57,,801,20,0,37.29,-121.95,2022-06-13--07-51-24_2.raw,1,1,10,4,0.292,2
2,3,2022-06-13 8:50:45,38.05,30.18,1010.71,16.71,66,1016,3.09,,801,20,0,37.29,-121.95,2022-06-13--08-50-45_2.raw,1,1,10,4,0.333,2
2,3,2022-06-13 9:50:10,45.11,21.89,1010.76,18.69,57,1016,3.13,4.47,721,20,0,37.29,-121.95,2022-06-13--09-50-10_2.raw,1,1,10,4,0.375,2
2,3,2022-06-13 10:49:36,49.96,13.64,1010.54,20.75,50,1016,5.66,,721,20,0,37.29,-121.95,2022-06-13--10-49-36_2.raw,1,1,10,4,0.417,2
2,3,2022-06-13 11:48:58,51.82,11.7,1010.64,22.02,44,1017,5.66,,721,20,0,37.29,-121.95,2022-06-13--11-48-58_2.raw,1,1,10,4,0.458,2
2,3,2022-06-13 12:48:18,47.41,9.88,1010.25,23.59,40,1016,7.72,,800,0,0,37.29,-121.95,2022-06-13--12-48-18_2.raw,1,1,10,4,0.5,2
2,3,2022-06-13 13:47:23,41.9,12.83,1009.91,24.34,40,1016,6.17,,800,0,0,37.29,-121.95,2022-06-13--13-47-23_2.raw,1,1,10,4,0.542,2
2,3,2022-06-13 14:46:29,33.34,18.27,1009.49,24.62,37,1016,7.72,,800,0,0,37.29,-121.95,2022-06-13--14-46-29_2.raw,1,1,10,4,0.583,2
2,3,2022-06-13 15:45:41,30.43,21.06,1009.36,24.19,35,1016,8.75,11.83,800,0,0,37.29,-121.95,2022-06-13--15-45-41_2.raw,1,1,10,4,0.625,2
2,3,2022-06-13 16:45:02,28,21.39,1009.14,,0,0,,,0,0,0,,,2022-06-13--16-45-02_2.raw,1,1,10,4,0.667,2
1,4,2022-06-24 10:03:35,42.76,38.83,1005.69,25.03,43,1012,2.57,,800,0,0,37.29,-121.95,2022-06-24--10-03-35_1.raw,1,2,8,0,0.417,0
1,4,2022-06-24 11:03:30,48.42,20.98,1005.54,27.45,38,1011,3.6,,800,0,0,37.29,-121.95,2022-06-24--11-03-30_1.raw,1,2,8,0,0.458,0
1,4,2022-06-24 12:02:42,47.41,18.39,1005.24,30.37,34,1011,3.09,,800,0,0,37.29,-121.95,2022-06-24--12-02-42_1.raw,1,2,8,0,0.5,0
1,4,2022-06-24 13:01:08,44.55,20.51,1004.74,32.4,35,1010,4.12,,800,0,0,37.29,-121.95,2022-06-24--13-01-08_1.raw,1,2,8,0,0.542,0
1,4,2022-06-24 14:00:07,38.81,25.14,1004.5,33.06,35,1010,4.63,,800,0,0,37.29,-121.95,2022-06-24--14-00-07_1.raw,1,2,8,0,0.583,0
1,4,2022-06-24 14:59:04,36.17,27.72,1004.3,32.62,35,1009,5.66,,800,0,0,37.29,-121.95,2022-06-24--14-59-04_1.raw,1,2,8,0,0.583,0
1,4,2022-06-24 15:58:15,35.57,34.84,1004.08,32.21,36,1009,6.17,,800,0,0,37.29,-121.95,2022-06-24--15-58-15_1.raw,1,2,8,0,0.625,0
1,4,2022-06-24 16:57:25,34.19,44.1,1003.81,31.79,37,1009,6.17,,800,0,0,37.29,-121.95,2022-06-24--16-57-25_1.raw,1,2,8,0,0.667,0
1,4,2022-06-24 17:56:26,33.13,44.52,1003.67,30.58,41,1009,5.66,,800,0,0,37.29,-121.95,2022-06-24--17-56-26_1.raw,1,2,8,0,0.708,0
1,4,2022-06-24 18:55:31,31.69,53.44,1004.06,27.41,44,1009,5.14,,800,0,0,37.29,-121.95,2022-06-24--18-55-31_1.raw,1,2,8,0,0.75,0
1,4,2022-06-24 19:54:30,31.22,61.15,1004.59,24.09,50,1010,4.12,,800,0,0,37.29,-121.95,2022-06-24--19-54-30_1.raw,1,2,8,0,0.792,0
1,4,2022-06-24 20:53:33,30.48,69.95,1005.24,20.8,61,1011,6.17,,800,0,0,37.29,-121.95,2022-06-24--20-53-33_1.raw,1,2,8,0,0.833,0
1,4,2022-06-24 21:52:38,29.99,71.59,1005.96,18.99,68,1011,4.12,,800,0,0,37.29,-121.95,2022-06-24--21-52-38_1.raw,1,2,8,0,0.875,0
1,4,2022-06-24 22:51:46,29.62,77.41,1006.35,17.96,71,1012,4.12,,800,0,0,37.29,-121.95,2022-06-24--22-51-46_1.raw,1,2,8,0,0.917,0
1,4,2022-06-24 23:51:14,28.88,75.42,1006.37,17.02,75,1012,2.06,,800,0,0,37.29,-121.95,2022-06-24--23-51-14_1.raw,1,2,8,0,0.958,0
1,4,2022-06-25 0:50:11,28.38,76.39,1006.31,16.28,76,1012,2.06,,800,0,0,37.29,-121.95,2022-06-25--00-50-11_1.raw,1,2,8,0,0,0
